Fpr,Tpr,Classifier
0.0086653564409505095,0.19785522788203752,Naive Bayes
0.0088440235840628913,0.19785522788203752,Naive Bayes
0.0088440235840628913,0.20026809651474531,Naive Bayes
0.0089333571556190813,0.20026809651474531,Naive Bayes
0.0089333571556190813,0.20107238605898123,Naive Bayes
0.009022690727175273,0.20107238605898123,Naive Bayes
0.009022690727175273,0.20160857908847185,Naive Bayes
0.009112024298731463,0.20160857908847185,Naive Bayes
0.009112024298731463,0.2026809651474531,Naive Bayes
0.0092013578702876547,0.2026809651474531,Naive Bayes
0.0092013578702876547,0.20321715817694369,Naive Bayes
0.0092906914418438447,0.20321715817694369,Naive Bayes
0.0092906914418438447,0.20348525469168902,Naive Bayes
0.0093800250134000365,0.20348525469168902,Naive Bayes
0.0093800250134000365,0.20402144772117964,Naive Bayes
0.0097373592996247982,0.20402144772117964,Naive Bayes
0.0097373592996247982,0.20428954423592494,Naive Bayes
0.0098266928711809899,0.20428954423592494,Naive Bayes
0.0098266928711809899,0.20536193029490615,Naive Bayes
0.0099160264427371799,0.20536193029490615,Naive Bayes
0.0099160264427371799,0.20831099195710456,Naive Bayes
0.010005360014293372,0.20831099195710456,Naive Bayes
0.010005360014293372,0.21018766756032173,Naive Bayes
0.010184027157405753,0.21018766756032173,Naive Bayes
0.010184027157405753,0.21233243967828419,Naive Bayes
0.010273360728961943,0.21233243967828419,Naive Bayes
0.010273360728961943,0.21367292225201073,Naive Bayes
0.010630695015186707,0.21367292225201073,Naive Bayes
0.010630695015186707,0.21447721179624665,Naive Bayes
0.01089869572985528,0.21447721179624665,Naive Bayes
0.01089869572985528,0.21528150134048257,Naive Bayes
0.011077362872967662,0.21528150134048257,Naive Bayes
0.011077362872967662,0.21662198391420912,Naive Bayes
0.011256030016080042,0.21662198391420912,Naive Bayes
0.011256030016080042,0.21796246648793566,Naive Bayes
0.011345363587636234,0.21796246648793566,Naive Bayes
0.011345363587636234,0.22010723860589812,Naive Bayes
0.011434697159192424,0.22010723860589812,Naive Bayes
0.011434697159192424,0.22037533512064345,Naive Bayes
0.011524030730748615,0.22037533512064345,Naive Bayes
0.011524030730748615,0.22225201072386058,Naive Bayes
0.011613364302304805,0.22225201072386058,Naive Bayes
0.011613364302304805,0.2230563002680965,Naive Bayes
0.011702697873860997,0.2230563002680965,Naive Bayes
0.011702697873860997,0.22359249329758712,Naive Bayes
0.011792031445417187,0.22359249329758712,Naive Bayes
0.011792031445417187,0.22412868632707775,Naive Bayes
0.011881365016973379,0.22412868632707775,Naive Bayes
0.011881365016973379,0.22546916890080429,Naive Bayes
0.012060032160085761,0.22546916890080429,Naive Bayes
0.012060032160085761,0.22734584450402145,Naive Bayes
0.012238699303198142,0.22734584450402145,Naive Bayes
0.012238699303198142,0.22761394101876675,Naive Bayes
0.012506700017866714,0.22761394101876675,Naive Bayes
0.012506700017866714,0.22788203753351208,Naive Bayes
0.012596033589422906,0.22788203753351208,Naive Bayes
0.012596033589422906,0.228686327077748,Naive Bayes
0.012774700732535288,0.228686327077748,Naive Bayes
0.012774700732535288,0.22922252010723859,Naive Bayes
0.012864034304091478,0.22922252010723859,Naive Bayes
0.012864034304091478,0.22949061662198392,Naive Bayes
0.012953367875647668,0.22949061662198392,Naive Bayes
0.012953367875647668,0.23109919571045576,Naive Bayes
0.013042701447203859,0.23109919571045576,Naive Bayes
0.013042701447203859,0.23136729222520108,Naive Bayes
0.013132035018760049,0.23136729222520108,Naive Bayes
0.013132035018760049,0.23190348525469168,Naive Bayes
0.013221368590316241,0.23190348525469168,Naive Bayes
0.013221368590316241,0.23297587131367292,Naive Bayes
0.013310702161872431,0.23297587131367292,Naive Bayes
0.013310702161872431,0.23378016085790884,Naive Bayes
0.013400035733428623,0.23378016085790884,Naive Bayes
0.013400035733428623,0.23458445040214476,Naive Bayes
0.013578702876541004,0.23458445040214476,Naive Bayes
0.013578702876541004,0.23699731903485255,Naive Bayes
0.013668036448097194,0.23699731903485255,Naive Bayes
0.013668036448097194,0.23753351206434317,Naive Bayes
0.013757370019653386,0.23753351206434317,Naive Bayes
0.013757370019653386,0.23860589812332439,Naive Bayes
0.013936037162765768,0.23860589812332439,Naive Bayes
0.013936037162765768,0.23914209115281501,Naive Bayes
0.01411470430587815,0.23914209115281501,Naive Bayes
0.01411470430587815,0.24101876675603218,Naive Bayes
0.014293371448990531,0.24101876675603218,Naive Bayes
0.014293371448990531,0.24235924932975872,Naive Bayes
0.014382705020546721,0.24235924932975872,Naive Bayes
0.014382705020546721,0.24262734584450402,Naive Bayes
0.014472038592102911,0.24262734584450402,Naive Bayes
0.014472038592102911,0.24289544235924934,Naive Bayes
0.014561372163659103,0.24289544235924934,Naive Bayes
0.014561372163659103,0.24450402144772118,Naive Bayes
0.014918706449883867,0.24450402144772118,Naive Bayes
0.014918706449883867,0.24772117962466489,Naive Bayes
0.015008040021440057,0.24772117962466489,Naive Bayes
0.015008040021440057,0.24852546916890081,Naive Bayes
0.015097373592996248,0.24852546916890081,Naive Bayes
0.015097373592996248,0.25040214477211797,Naive Bayes
0.015186707164552438,0.25040214477211797,Naive Bayes
0.015186707164552438,0.25093833780160857,Naive Bayes
0.01527604073610863,0.25093833780160857,Naive Bayes
0.01527604073610863,0.25147453083109922,Naive Bayes
0.01536537430766482,0.25147453083109922,Naive Bayes
0.01536537430766482,0.25201072386058981,Naive Bayes
0.015454707879221012,0.25201072386058981,Naive Bayes
0.015454707879221012,0.25254691689008041,Naive Bayes
0.015544041450777202,0.25254691689008041,Naive Bayes
0.015544041450777202,0.25308310991957106,Naive Bayes
0.015633375022333394,0.25308310991957106,Naive Bayes
0.015633375022333394,0.2549597855227882,Naive Bayes
0.015901375737001965,0.2549597855227882,Naive Bayes
0.015901375737001965,0.25630026809651474,Naive Bayes
0.015990709308558157,0.25630026809651474,Naive Bayes
0.015990709308558157,0.25710455764075069,Naive Bayes
0.016080042880114345,0.25710455764075069,Naive Bayes
0.016080042880114345,0.25817694369973193,Naive Bayes
0.016169376451670537,0.25817694369973193,Naive Bayes
0.016169376451670537,0.25978552278820377,Naive Bayes
0.0165267107378953,0.25978552278820377,Naive Bayes
0.0165267107378953,0.26112600536193031,Naive Bayes
0.016616044309451492,0.26112600536193031,Naive Bayes
0.016616044309451492,0.26193029490616621,Naive Bayes
0.016794711452563872,0.26193029490616621,Naive Bayes
0.016794711452563872,0.26246648793565686,Naive Bayes
0.016884045024120064,0.26246648793565686,Naive Bayes
0.016884045024120064,0.26273458445040215,Naive Bayes
0.016973378595676256,0.26273458445040215,Naive Bayes
0.016973378595676256,0.26327077747989275,Naive Bayes
0.017062712167232447,0.26327077747989275,Naive Bayes
0.017062712167232447,0.26353887399463805,Naive Bayes
0.017152045738788636,0.26353887399463805,Naive Bayes
0.017152045738788636,0.26434316353887399,Naive Bayes
0.017330712881901019,0.26434316353887399,Naive Bayes
0.017330712881901019,0.26461126005361929,Naive Bayes
0.017420046453457211,0.26461126005361929,Naive Bayes
0.017420046453457211,0.26514745308310994,Naive Bayes
0.017777380739681971,0.26514745308310994,Naive Bayes
0.017777380739681971,0.26595174262734583,Naive Bayes
0.018224048597462926,0.26595174262734583,Naive Bayes
0.018224048597462926,0.26621983914209113,Naive Bayes
0.018313382169019118,0.26621983914209113,Naive Bayes
0.018313382169019118,0.26702412868632708,Naive Bayes
0.018760050026800073,0.26702412868632708,Naive Bayes
0.018760050026800073,0.26729222520107238,Naive Bayes
0.019206717884581025,0.26729222520107238,Naive Bayes
0.019206717884581025,0.26782841823056303,Naive Bayes
0.019296051456137216,0.26782841823056303,Naive Bayes
0.019296051456137216,0.26836461126005362,Naive Bayes
0.019474718599249596,0.26836461126005362,Naive Bayes
0.019474718599249596,0.26890080428954422,Naive Bayes
0.019921386457030552,0.26890080428954422,Naive Bayes
0.019921386457030552,0.26916890080428957,Naive Bayes
0.020368054314811507,0.26916890080428957,Naive Bayes
0.020368054314811507,0.26943699731903487,Naive Bayes
0.020636055029480078,0.26943699731903487,Naive Bayes
0.020636055029480078,0.26970509383378016,Naive Bayes
0.020993389315704842,0.26970509383378016,Naive Bayes
0.020993389315704842,0.26997319034852546,Naive Bayes
0.021082722887261034,0.26997319034852546,Naive Bayes
0.021082722887261034,0.27024128686327076,Naive Bayes
0.021172056458817222,0.27024128686327076,Naive Bayes
0.021172056458817222,0.27050938337801611,Naive Bayes
0.021797391459710561,0.27050938337801611,Naive Bayes
0.021797391459710561,0.27077747989276141,Naive Bayes
0.021976058602822941,0.27077747989276141,Naive Bayes
0.021976058602822941,0.27104557640750671,Naive Bayes
0.022154725745935324,0.27104557640750671,Naive Bayes
0.022154725745935324,0.271313672922252,Naive Bayes
0.022690727175272467,0.271313672922252,Naive Bayes
0.022690727175272467,0.2715817694369973,Naive Bayes
0.023405395747721994,0.2715817694369973,Naive Bayes
0.023405395747721994,0.27184986595174265,Naive Bayes
0.02420939789172771,0.27184986595174265,Naive Bayes
0.02420939789172771,0.27211796246648795,Naive Bayes
0.024566732177952473,0.27211796246648795,Naive Bayes
0.024566732177952473,0.27292225201072384,Naive Bayes
0.026978738609969626,0.27292225201072384,Naive Bayes
0.026978738609969626,0.2731903485254692,Naive Bayes
0.028229408611756299,0.2731903485254692,Naive Bayes
0.028229408611756299,0.27399463806970509,Naive Bayes
0.028408075754868679,0.27399463806970509,Naive Bayes
0.028408075754868679,0.27426273458445039,Naive Bayes
0.028765410041093443,0.27426273458445039,Naive Bayes
0.028765410041093443,0.27453083109919574,Naive Bayes
0.029033410755762015,0.27453083109919574,Naive Bayes
0.029033410755762015,0.27479892761394104,Naive Bayes
0.030016080042880113,0.27479892761394104,Naive Bayes
0.030016080042880113,0.27506702412868633,Naive Bayes
0.030105413614436305,0.27506702412868633,Naive Bayes
0.030105413614436305,0.27560321715817693,Naive Bayes
0.030194747185992497,0.27560321715817693,Naive Bayes
0.030194747185992497,0.27587131367292222,Naive Bayes
0.030373414329104877,0.27587131367292222,Naive Bayes
0.030373414329104877,0.27613941018766758,Naive Bayes
0.030462747900661068,0.27613941018766758,Naive Bayes
0.030462747900661068,0.27640750670241288,Naive Bayes
0.030641415043773448,0.27640750670241288,Naive Bayes
0.030641415043773448,0.27694369973190347,Naive Bayes
0.03073074861532964,0.27694369973190347,Naive Bayes
0.03073074861532964,0.27747989276139412,Naive Bayes
0.030909415758442024,0.27747989276139412,Naive Bayes
0.030909415758442024,0.27801608579088471,Naive Bayes
0.030998749329998212,0.27801608579088471,Naive Bayes
0.030998749329998212,0.27828418230563001,Naive Bayes
0.031356083616222975,0.27828418230563001,Naive Bayes
0.031356083616222975,0.27855227882037531,Naive Bayes
0.03144541718777917,0.27855227882037531,Naive Bayes
0.03144541718777917,0.27882037533512066,Naive Bayes
0.031981418617116314,0.27882037533512066,Naive Bayes
0.031981418617116314,0.27962466487935655,Naive Bayes
0.032070752188672502,0.27962466487935655,Naive Bayes
0.032070752188672502,0.27989276139410185,Naive Bayes
0.032249419331784886,0.27989276139410185,Naive Bayes
0.032249419331784886,0.2806970509383378,Naive Bayes
0.032517420046453457,0.2806970509383378,Naive Bayes
0.032517420046453457,0.28150134048257375,Naive Bayes
0.032874754332678217,0.28150134048257375,Naive Bayes
0.032874754332678217,0.28176943699731904,Naive Bayes
0.032964087904234413,0.28176943699731904,Naive Bayes
0.032964087904234413,0.28203753351206434,Naive Bayes
0.033500089333571556,0.28203753351206434,Naive Bayes
0.033500089333571556,0.28230563002680964,Naive Bayes
0.033946757191352511,0.28230563002680964,Naive Bayes
0.033946757191352511,0.28257372654155494,Naive Bayes
0.034661425763802038,0.28257372654155494,Naive Bayes
0.034661425763802038,0.28284182305630029,Naive Bayes
0.034840092906914422,0.28284182305630029,Naive Bayes
0.034840092906914422,0.28310991957104559,Naive Bayes
0.03492942647847061,0.28310991957104559,Naive Bayes
0.03492942647847061,0.28337801608579088,Naive Bayes
0.035018760050026798,0.28337801608579088,Naive Bayes
0.035018760050026798,0.28364611260053618,Naive Bayes
0.035197427193139182,0.28364611260053618,Naive Bayes
0.035197427193139182,0.28418230563002683,Naive Bayes
0.035376094336251565,0.28418230563002683,Naive Bayes
0.035376094336251565,0.28471849865951743,Naive Bayes
0.03618009648025728,0.28471849865951743,Naive Bayes
0.03618009648025728,0.28498659517426272,Naive Bayes
0.037966767911381094,0.28498659517426272,Naive Bayes
0.037966767911381094,0.28525469168900802,Naive Bayes
0.039128104341611576,0.28525469168900802,Naive Bayes
0.039128104341611576,0.28552278820375337,Naive Bayes
0.040646775058066818,0.28552278820375337,Naive Bayes
0.040646775058066818,0.28579088471849867,Naive Bayes
0.041272110058960157,0.28579088471849867,Naive Bayes
0.041272110058960157,0.28605898123324397,Naive Bayes
0.047168125781668749,0.28605898123324397,Naive Bayes
0.047168125781668749,0.28659517426273456,Naive Bayes
0.047257459353224944,0.28659517426273456,Naive Bayes
0.047257459353224944,0.28686327077747992,Naive Bayes
0.047346792924781132,0.28686327077747992,Naive Bayes
0.047346792924781132,0.28713136729222521,Naive Bayes
0.048508129355011614,0.28713136729222521,Naive Bayes
0.048508129355011614,0.28739946380697051,Naive Bayes
0.049044130784348758,0.28739946380697051,Naive Bayes
0.049044130784348758,0.28766756032171581,Naive Bayes
0.049222797927461141,0.28766756032171581,Naive Bayes
0.049222797927461141,0.28793565683646111,Naive Bayes
0.04931213149901733,0.28793565683646111,Naive Bayes
0.04931213149901733,0.28820375335120646,Naive Bayes
0.049401465070573525,0.28820375335120646,Naive Bayes
0.049401465070573525,0.28873994638069705,Naive Bayes
0.049669465785242096,0.28873994638069705,Naive Bayes
0.049669465785242096,0.28900804289544235,Naive Bayes
0.049848132928354473,0.28900804289544235,Naive Bayes
0.049848132928354473,0.28927613941018765,Naive Bayes
0.050116133643023045,0.28927613941018765,Naive Bayes
0.050116133643023045,0.2898123324396783,Naive Bayes
0.050294800786135428,0.2898123324396783,Naive Bayes
0.050294800786135428,0.2900804289544236,Naive Bayes
0.050384134357691623,0.2900804289544236,Naive Bayes
0.050384134357691623,0.29034852546916889,Naive Bayes
0.050652135072360195,0.29034852546916889,Naive Bayes
0.050652135072360195,0.29061662198391419,Naive Bayes
0.050741468643916383,0.29061662198391419,Naive Bayes
0.050741468643916383,0.29088471849865954,Naive Bayes
0.050920135787028767,0.29088471849865954,Naive Bayes
0.050920135787028767,0.29115281501340484,Naive Bayes
0.05109880293014115,0.29115281501340484,Naive Bayes
0.05109880293014115,0.29142091152815014,Naive Bayes
0.051545470787922099,0.29142091152815014,Naive Bayes
0.051545470787922099,0.29222520107238603,Naive Bayes
0.051634804359478294,0.29222520107238603,Naive Bayes
0.051634804359478294,0.29276139410187668,Naive Bayes
0.051992138645703054,0.29276139410187668,Naive Bayes
0.051992138645703054,0.29329758713136728,Naive Bayes
0.052081472217259249,0.29329758713136728,Naive Bayes
0.052081472217259249,0.29356568364611257,Naive Bayes
0.052170805788815437,0.29356568364611257,Naive Bayes
0.052170805788815437,0.29383378016085793,Naive Bayes
0.052260139360371625,0.29383378016085793,Naive Bayes
0.052260139360371625,0.29436997319034852,Naive Bayes
0.053064141504377348,0.29436997319034852,Naive Bayes
0.053064141504377348,0.29463806970509382,Naive Bayes
0.053242808647489724,0.29463806970509382,Naive Bayes
0.053242808647489724,0.29490616621983912,Naive Bayes
0.053600142933714491,0.29490616621983912,Naive Bayes
0.053600142933714491,0.29571045576407506,Naive Bayes
0.055386814364838305,0.29571045576407506,Naive Bayes
0.055386814364838305,0.29597855227882036,Naive Bayes
0.056369483651956404,0.29597855227882036,Naive Bayes
0.056369483651956404,0.29624664879356566,Naive Bayes
0.060121493657316422,0.29624664879356566,Naive Bayes
0.060121493657316422,0.29651474530831101,Naive Bayes
0.062622833660889762,0.29651474530831101,Naive Bayes
0.062622833660889762,0.29678284182305631,Naive Bayes
0.062890834375558341,0.29678284182305631,Naive Bayes
0.062890834375558341,0.29705093833780161,Naive Bayes
0.063069501518670718,0.29705093833780161,Naive Bayes
0.063069501518670718,0.29785522788203755,Naive Bayes
0.063248168661783094,0.29785522788203755,Naive Bayes
0.063248168661783094,0.29865951742627345,Naive Bayes
0.063337502233339282,0.29865951742627345,Naive Bayes
0.063337502233339282,0.29973190348525469,Naive Bayes
0.063516169376451673,0.29973190348525469,Naive Bayes
0.063516169376451673,0.29999999999999999,Naive Bayes
0.063605502948007861,0.29999999999999999,Naive Bayes
0.063605502948007861,0.30026809651474529,Naive Bayes
0.063694836519564049,0.30026809651474529,Naive Bayes
0.063694836519564049,0.30053619302949064,Naive Bayes
0.064052170805788816,0.30053619302949064,Naive Bayes
0.064052170805788816,0.30080428954423594,Naive Bayes
0.064141504377345004,0.30080428954423594,Naive Bayes
0.064141504377345004,0.30134048257372653,Naive Bayes
0.064230837948901193,0.30134048257372653,Naive Bayes
0.064230837948901193,0.30214477211796248,Naive Bayes
0.064320171520457381,0.30214477211796248,Naive Bayes
0.064320171520457381,0.30241286863270778,Naive Bayes
0.064677505806682148,0.30241286863270778,Naive Bayes
0.064677505806682148,0.30268096514745307,Naive Bayes
0.064766839378238336,0.30268096514745307,Naive Bayes
0.064766839378238336,0.30294906166219837,Naive Bayes
0.064856172949794538,0.30294906166219837,Naive Bayes
0.064856172949794538,0.30321715817694372,Naive Bayes
0.065124173664463103,0.30321715817694372,Naive Bayes
0.065124173664463103,0.30402144772117962,Naive Bayes
0.065213507236019291,0.30402144772117962,Naive Bayes
0.065213507236019291,0.30428954423592491,Naive Bayes
0.065302840807575493,0.30428954423592491,Naive Bayes
0.065302840807575493,0.30482573726541556,Naive Bayes
0.06548150795068787,0.30482573726541556,Naive Bayes
0.06548150795068787,0.30509383378016086,Naive Bayes
0.065570841522244058,0.30509383378016086,Naive Bayes
0.065570841522244058,0.3067024128686327,Naive Bayes
0.065660175093800247,0.3067024128686327,Naive Bayes
0.065660175093800247,0.306970509383378,Naive Bayes
0.065749508665356435,0.306970509383378,Naive Bayes
0.065749508665356435,0.30750670241286865,Naive Bayes
0.065928175808468825,0.30750670241286865,Naive Bayes
0.065928175808468825,0.30857908847184984,Naive Bayes
0.06619617652313739,0.30857908847184984,Naive Bayes
0.06619617652313739,0.30884718498659519,Naive Bayes
0.066285510094693592,0.30884718498659519,Naive Bayes
0.066285510094693592,0.30911528150134049,Naive Bayes
0.066464177237805969,0.30911528150134049,Naive Bayes
0.066464177237805969,0.31072386058981233,Naive Bayes
0.066553510809362157,0.31072386058981233,Naive Bayes
0.066553510809362157,0.31099195710455763,Naive Bayes
0.066642844380918345,0.31099195710455763,Naive Bayes
0.066642844380918345,0.31179624664879357,Naive Bayes
0.066732177952474533,0.31179624664879357,Naive Bayes
0.066732177952474533,0.31206434316353887,Naive Bayes
0.066821511524030736,0.31206434316353887,Naive Bayes
0.066821511524030736,0.31233243967828417,Naive Bayes
0.066910845095586924,0.31233243967828417,Naive Bayes
0.066910845095586924,0.31260053619302947,Naive Bayes
0.0670895122386993,0.31260053619302947,Naive Bayes
0.0670895122386993,0.31474530831099196,Naive Bayes
0.067178845810255489,0.31474530831099196,Naive Bayes
0.067178845810255489,0.31528150134048255,Naive Bayes
0.067268179381811691,0.31528150134048255,Naive Bayes
0.067268179381811691,0.3158176943699732,Naive Bayes
0.067446846524924067,0.3158176943699732,Naive Bayes
0.067446846524924067,0.3160857908847185,Naive Bayes
0.067714847239592632,0.3160857908847185,Naive Bayes
0.067714847239592632,0.31689008042895445,Naive Bayes
0.068072181525817399,0.31689008042895445,Naive Bayes
0.068072181525817399,0.31715817694369974,Naive Bayes
0.068161515097373587,0.31715817694369974,Naive Bayes
0.068161515097373587,0.31742627345844504,Naive Bayes
0.068340182240485978,0.31742627345844504,Naive Bayes
0.068340182240485978,0.31796246648793564,Naive Bayes
0.068429515812042166,0.31796246648793564,Naive Bayes
0.068429515812042166,0.31823056300268099,Naive Bayes
0.068518849383598354,0.31823056300268099,Naive Bayes
0.068518849383598354,0.31903485254691688,Naive Bayes
0.068608182955154542,0.31903485254691688,Naive Bayes
0.068608182955154542,0.31930294906166218,Naive Bayes
0.068876183669823121,0.31930294906166218,Naive Bayes
0.068876183669823121,0.31983914209115283,Naive Bayes
0.068965517241379309,0.31983914209115283,Naive Bayes
0.068965517241379309,0.32064343163538872,Naive Bayes
0.069233517956047888,0.32064343163538872,Naive Bayes
0.069233517956047888,0.32091152815013407,Naive Bayes
0.069412185099160265,0.32091152815013407,Naive Bayes
0.069412185099160265,0.32171581769436997,Naive Bayes
0.069501518670716453,0.32171581769436997,Naive Bayes
0.069501518670716453,0.32198391420911526,Naive Bayes
0.069680185813828843,0.32198391420911526,Naive Bayes
0.069680185813828843,0.32386058981233246,Naive Bayes
0.06985885295694122,0.32386058981233246,Naive Bayes
0.06985885295694122,0.32412868632707775,Naive Bayes
0.070037520100053596,0.32412868632707775,Naive Bayes
0.070037520100053596,0.32439678284182305,Naive Bayes
0.070126853671609785,0.32439678284182305,Naive Bayes
0.070126853671609785,0.325201072386059,Naive Bayes
0.070305520814722175,0.325201072386059,Naive Bayes
0.070305520814722175,0.3254691689008043,Naive Bayes
0.070394854386278363,0.3254691689008043,Naive Bayes
0.070394854386278363,0.32600536193029489,Naive Bayes
0.07057352152939074,0.32600536193029489,Naive Bayes
0.07057352152939074,0.32707774798927614,Naive Bayes
0.070662855100946942,0.32707774798927614,Naive Bayes
0.070662855100946942,0.32815013404825738,Naive Bayes
0.07075218867250313,0.32815013404825738,Naive Bayes
0.07075218867250313,0.32841823056300268,Naive Bayes
0.070841522244059318,0.32841823056300268,Naive Bayes
0.070841522244059318,0.32895442359249327,Naive Bayes
0.070930855815615507,0.32895442359249327,Naive Bayes
0.070930855815615507,0.32949061662198392,Naive Bayes
0.071198856530284085,0.32949061662198392,Naive Bayes
0.071198856530284085,0.32975871313672922,Naive Bayes
0.071377523673396462,0.32975871313672922,Naive Bayes
0.071377523673396462,0.33029490616621981,Naive Bayes
0.07146685724495265,0.33029490616621981,Naive Bayes
0.07146685724495265,0.33056300268096517,Naive Bayes
0.071734857959621229,0.33056300268096517,Naive Bayes
0.071734857959621229,0.33083109919571047,Naive Bayes
0.071913525102733605,0.33083109919571047,Naive Bayes
0.071913525102733605,0.33109919571045576,Naive Bayes
0.072092192245845996,0.33109919571045576,Naive Bayes
0.072092192245845996,0.33136729222520106,Naive Bayes
0.072270859388958372,0.33136729222520106,Naive Bayes
0.072270859388958372,0.33243967828418231,Naive Bayes
0.072360192960514561,0.33243967828418231,Naive Bayes
0.072360192960514561,0.3327077747989276,Naive Bayes
0.072628193675183139,0.3327077747989276,Naive Bayes
0.072628193675183139,0.33378016085790885,Naive Bayes
0.072717527246739327,0.33378016085790885,Naive Bayes
