Accuracy,Area under Curve,Classifier
0.78383811310640583,0.82066319040121538,Naive Bayes
0.790605735727687,0.63461165762393779,KNN
0.80789332618600906,0.75019677335761537,Decision_Trees
0.85245242562315737,0.90452709250120122,Random Forest
0.75073706781023852,0.59465496644362803,Support Vector Classification
